doc_id,entity_text,entity_type,chebi_id,predicted_id
19050442,ouabain,ChemMet,CHEBI:472805,CHEBI:145798
19050442,sodium,ChemMet,CHEBI:26708,CHEBI:29101
19050442,ouabain,ChemMet,CHEBI:472805,CHEBI:145798
19050442,ouabain,ChemMet,CHEBI:472805,CHEBI:145798
19050442,ouabain,ChemMet,CHEBI:472805,CHEBI:145798
19050442,ouabain,ChemMet,CHEBI:472805,CHEBI:145798
19050442,potassium,ChemMet,CHEBI:26216,CHEBI:29103
11075889,hydrogen peroxide,ChemMet,CHEBI:16240,CHEBI:16240
11075889,glutathione,ChemMet,CHEBI:16856,CHEBI:16856
11075889,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
11075889,AFB1,ChemMet,CHEBI:2504,
11075889,aflatoxin B1,ChemMet,CHEBI:2504,CHEBI:2504
11075889,AFB1,ChemMet,CHEBI:2504,
11075889,AFB1,ChemMet,CHEBI:2504,
11075889,aflatoxin B1,ChemMet,CHEBI:2504,CHEBI:2504
11075889,AFB1,ChemMet,CHEBI:2504,
11075889,AFB1,ChemMet,CHEBI:2504,
21364119,Creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,phosphocreatine,ChemMet,CHEBI:17287,CHEBI:17287
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
21364119,creatine,ChemMet,CHEBI:16919,CHEBI:16919
17517852,nucleotide,ChemMet,CHEBI:36976,CHEBI:36976
17517852,tenofovir,ChemMet,CHEBI:63625,CHEBI:134504
17517852,nucleoside,ChemMet,CHEBI:33838,CHEBI:29098
17517852,tenofovir,ChemMet,CHEBI:63625,CHEBI:134504
17517852,tenofovir,ChemMet,CHEBI:63625,CHEBI:134504
17517852,nucleotide,ChemMet,CHEBI:36976,CHEBI:36976
17517852,tenofovir,ChemMet,CHEBI:63625,CHEBI:134504
17517852,tenofovir,ChemMet,CHEBI:63625,CHEBI:134504
17517852,tenofovir,ChemMet,CHEBI:63625,CHEBI:134504
17517852,Thymidine,ChemMet,CHEBI:17748,CHEBI:145571
17517852,tenofovir,ChemMet,CHEBI:63625,CHEBI:134504
25176237,maltose,ChemMet,CHEBI:17306,CHEBI:17306
25176237,glucose,ChemMet,CHEBI:4167,CHEBI:17234
25176237,nitrogen,ChemMet,CHEBI:17997,CHEBI:29352
25176237,carbon,ChemMet,CHEBI:27594,CHEBI:29436
6411984,estradiol,ChemMet,CHEBI:16469,CHEBI:23965
6411984,steroids,ChemMet,CHEBI:35341,
6411984,testosterone,ChemMet,CHEBI:17347,CHEBI:17347
6411984,dehydroepiandrosterone sulfate,ChemMet,CHEBI:16814,CHEBI:57905
10981795,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
10981795,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
10981795,nitrate,ChemMet,CHEBI:17632,CHEBI:17632
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,Nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
10981795,NO,ChemMet,CHEBI:16480,CHEBI:200985
26459033,pyrogallol,ChemMet,CHEBI:16164,CHEBI:16164
26459033,H2O2,ChemMet,CHEBI:16240,CHEBI:50423
26459033,phenolic,ChemMet,CHEBI:15882,CHEBI:59237
26459033,pyrogallol,ChemMet,CHEBI:16164,CHEBI:16164
26459033,polyphenols,ChemMet,CHEBI:26195,
26459033,phenolic,ChemMet,CHEBI:15882,CHEBI:59237
26459033,pyrogallol,ChemMet,CHEBI:16164,CHEBI:16164
26459033,pyrogallol,ChemMet,CHEBI:16164,CHEBI:16164
26459033,pyrogallol,ChemMet,CHEBI:16164,CHEBI:16164
26459033,superoxide,ChemMet,CHEBI:18421,CHEBI:18421
26459033,pyrogallol,ChemMet,CHEBI:16164,CHEBI:16164
26459033,hydrogen peroxide,ChemMet,CHEBI:16240,CHEBI:16240
26459033,pyrogallol,ChemMet,CHEBI:16164,CHEBI:16164
26459033,polyphenols,ChemMet,CHEBI:26195,
23131796,phosphate,ChemMet,CHEBI:18367,CHEBI:41473
23131796,nitrogen,ChemMet,CHEBI:17997,CHEBI:29352
23131796,PAMAM,ChemMet,CHEBI:53199,
23131796,polyamidoamine,ChemMet,CHEBI:53199,
23131796,polyamidoamine,ChemMet,CHEBI:53199,
23131796,PAMAM,ChemMet,CHEBI:53199,
2157774,superoxide,ChemMet,CHEBI:18421,CHEBI:18421
2157774,hydroxyl,ChemMet,CHEBI:29191,CHEBI:29191
2157774,superoxide,ChemMet,CHEBI:18421,CHEBI:18421
2157774,O2,ChemMet,CHEBI:15379,CHEBI:221221
2157774,O2,ChemMet,CHEBI:15379,CHEBI:221221
2157774,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
7534260,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
7534260,Superoxide,ChemMet,CHEBI:18421,CHEBI:18421
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
7534260,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitrogen,ChemMet,CHEBI:17997,CHEBI:29352
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
7534260,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
7534260,superoxide,ChemMet,CHEBI:18421,CHEBI:18421
7534260,nitrite,ChemMet,CHEBI:16301,CHEBI:16301
28718014,NO,ChemMet,CHEBI:16480,CHEBI:200985
28718014,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
28718014,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
28718014,NO,ChemMet,CHEBI:16480,CHEBI:200985
564234,testosterone,ChemMet,CHEBI:17347,CHEBI:17347
564234,estradiol,ChemMet,CHEBI:16469,CHEBI:23965
564234,estrogen,ChemMet,CHEBI:50114,CHEBI:50114
564234,estrone,ChemMet,CHEBI:17263,CHEBI:17263
564234,estrone,ChemMet,CHEBI:17263,CHEBI:17263
564234,testosterone,ChemMet,CHEBI:17347,CHEBI:17347
25528333,aldosterone,ChemMet,CHEBI:27584,CHEBI:27584
25528333,Aldosterone,ChemMet,CHEBI:27584,CHEBI:27584
25528333,aldosterone,ChemMet,CHEBI:27584,CHEBI:27584
25528333,corticosterone,ChemMet,CHEBI:16827,CHEBI:16827
25528333,18-hydroxycorticosterone,ChemMet,CHEBI:16485,CHEBI:16485
25528333,aldosterone,ChemMet,CHEBI:27584,CHEBI:27584
25528333,11-deoxycorticosterone,ChemMet,CHEBI:16973,CHEBI:16973
12747474,estradiol,ChemMet,CHEBI:16469,CHEBI:23965
12747474,testosterone,ChemMet,CHEBI:17347,CHEBI:17347
3084875,cholesterol,ChemMet,CHEBI:16113,CHEBI:16113
3084875,7-ethoxycoumarin,ChemMet,CHEBI:28184,CHEBI:28184
3084875,pregnenolone,ChemMet,CHEBI:16581,CHEBI:16581
3084875,7-ethoxyresorufin,ChemMet,CHEBI:34480,CHEBI:34480
3084875,cholesterol,ChemMet,CHEBI:16113,CHEBI:16113
3084875,cholesterol,ChemMet,CHEBI:16113,CHEBI:16113
44703,mannose,ChemMet,CHEBI:37684,CHEBI:16024
44703,dextrose,ChemMet,CHEBI:4167,
44703,mannose,ChemMet,CHEBI:37684,CHEBI:16024
44703,Mannose,ChemMet,CHEBI:37684,CHEBI:16024
44703,mannose,ChemMet,CHEBI:37684,CHEBI:16024
44703,mannose,ChemMet,CHEBI:37684,CHEBI:16024
44703,sucrose,ChemMet,CHEBI:17992,CHEBI:17992
44703,lactate,ChemMet,CHEBI:24996,CHEBI:24996
6727357,estradiol,ChemMet,CHEBI:16469,CHEBI:23965
6727357,estrone,ChemMet,CHEBI:17263,CHEBI:17263
6727357,estriol,ChemMet,CHEBI:27974,CHEBI:27974
6727357,estrone,ChemMet,CHEBI:17263,CHEBI:17263
6727357,estriol,ChemMet,CHEBI:27974,CHEBI:27974
6727357,estrogens,ChemMet,CHEBI:50114,
6727357,estradiol,ChemMet,CHEBI:16469,CHEBI:23965
6727357,estrogens,ChemMet,CHEBI:50114,
10094144,amino acid,ChemMet,CHEBI:33704,CHEBI:33709
10094144,Ca2+,ChemMet,CHEBI:29108,CHEBI:224236
10094144,sodium,ChemMet,CHEBI:26708,CHEBI:29101
10094144,calcium,ChemMet,CHEBI:22984,CHEBI:29108
10094144,carboxy,ChemMet,CHEBI:46883,CHEBI:174204
10094144,ouabain,ChemMet,CHEBI:472805,CHEBI:145798
10094144,monensin,ChemMet,CHEBI:27617,CHEBI:27617
10094144,Ca2+,ChemMet,CHEBI:29108,CHEBI:224236
22636012,cellobiose,ChemMet,CHEBI:17057,CHEBI:17057
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,cellobiose,ChemMet,CHEBI:17057,CHEBI:17057
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,ethanol,ChemMet,CHEBI:16236,CHEBI:16236
22636012,ethanol,ChemMet,CHEBI:16236,CHEBI:16236
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,ethanol,ChemMet,CHEBI:16236,CHEBI:16236
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,cellobiose,ChemMet,CHEBI:17057,CHEBI:17057
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,xylose,ChemMet,CHEBI:18222,CHEBI:18222
22636012,glucose,ChemMet,CHEBI:4167,CHEBI:17234
22636012,cellobiose,ChemMet,CHEBI:17057,CHEBI:17057
28129384,TMA,ChemMet,CHEBI:18139,
28129384,creatinine,ChemMet,CHEBI:16737,CHEBI:16737
28129384,phosphatidylcholine,ChemMet,CHEBI:16110,CHEBI:64482
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
28129384,phosphatidylcholine,ChemMet,CHEBI:16110,CHEBI:64482
28129384,trimethylamine,ChemMet,CHEBI:18139,CHEBI:18139
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
28129384,TMA,ChemMet,CHEBI:18139,
28129384,creatinine,ChemMet,CHEBI:16737,CHEBI:16737
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
28129384,creatinine,ChemMet,CHEBI:16737,CHEBI:16737
28129384,Phosphatidylcholine,ChemMet,CHEBI:16110,CHEBI:64482
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
28129384,flavin,ChemMet,CHEBI:30527,CHEBI:60531
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
28129384,PC,ChemMet,CHEBI:16110,CHEBI:168614
3798364,theophylline,ChemMet,CHEBI:28177,CHEBI:28177
3798364,paraxanthine,ChemMet,CHEBI:25858,
3798364,theophylline,ChemMet,CHEBI:28177,CHEBI:28177
3798364,caffeine,ChemMet,CHEBI:27732,CHEBI:27732
3798364,"1,7-dimethylxanthine",ChemMet,CHEBI:25858,CHEBI:23818
3798364,paraxanthine,ChemMet,CHEBI:25858,
3798364,caffeine,ChemMet,CHEBI:27732,CHEBI:27732
3798364,paraxanthine,ChemMet,CHEBI:25858,
3798364,theobromine,ChemMet,CHEBI:28946,CHEBI:28946
3798364,caffeine,ChemMet,CHEBI:27732,CHEBI:27732
3798364,caffeine,ChemMet,CHEBI:27732,CHEBI:27732
3798364,theophylline,ChemMet,CHEBI:28177,CHEBI:28177
3798364,paraxanthine,ChemMet,CHEBI:25858,
3798364,paraxanthine,ChemMet,CHEBI:25858,
3798364,theobromine,ChemMet,CHEBI:28946,CHEBI:28946
3798364,paraxanthine,ChemMet,CHEBI:25858,
3798364,"1,7-dimethylxanthine",ChemMet,CHEBI:25858,CHEBI:23818
3798364,caffeine,ChemMet,CHEBI:27732,CHEBI:27732
3798364,theobromine,ChemMet,CHEBI:28946,CHEBI:28946
23262128,acetic acid,ChemMet,CHEBI:15366,CHEBI:15366
23262128,sodium,ChemMet,CHEBI:26708,CHEBI:29101
23262128,acetate,ChemMet,CHEBI:30089,CHEBI:30089
23262128,sodium acetate,ChemMet,CHEBI:32954,CHEBI:32954
23262128,ethanol,ChemMet,CHEBI:16236,CHEBI:16236
23262128,sodium,ChemMet,CHEBI:26708,CHEBI:29101
23262128,Acetate,ChemMet,CHEBI:30089,CHEBI:30089
23262128,sodium acetate,ChemMet,CHEBI:32954,CHEBI:32954
23262128,sodium,ChemMet,CHEBI:26708,CHEBI:29101
23262128,acetate,ChemMet,CHEBI:30089,CHEBI:30089
23262128,acetate,ChemMet,CHEBI:30089,CHEBI:30089
23262128,sodium acetate,ChemMet,CHEBI:32954,CHEBI:32954
8753809,Nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
8753809,noformycin,ChemMet,CHEBI:16213,
8753809,NO,ChemMet,CHEBI:16480,CHEBI:200985
8753809,noformycin,ChemMet,CHEBI:16213,
8753809,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
8753809,NO,ChemMet,CHEBI:16480,CHEBI:200985
8753809,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
8753809,heme,ChemMet,CHEBI:17627,CHEBI:30413
8753809,dioxygen,ChemMet,CHEBI:15379,CHEBI:29372
19289165,glutathione,ChemMet,CHEBI:16856,CHEBI:16856
19289165,chromium,ChemMet,CHEBI:28073,CHEBI:33006
19289165,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
19289165,chromium,ChemMet,CHEBI:28073,CHEBI:33006
19289165,cobalt,ChemMet,CHEBI:27638,CHEBI:48828
19289165,superoxide,ChemMet,CHEBI:18421,CHEBI:18421
19289165,hexavalent chromium,ChemMet,CHEBI:33007,
11006268,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
11006268,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
11006268,sodium iodide,ChemMet,CHEBI:33167,CHEBI:33167
11006268,forskolin,ChemMet,CHEBI:42471,CHEBI:42471
11006268,forskolin,ChemMet,CHEBI:42471,CHEBI:42471
11006268,ascorbic acid,ChemMet,CHEBI:22652,CHEBI:22652
11006268,forskolin,ChemMet,CHEBI:42471,CHEBI:42471
11006268,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
11006268,phosphatidylinositol,ChemMet,CHEBI:28874,CHEBI:28874
11006268,forskolin,ChemMet,CHEBI:42471,CHEBI:42471
11006268,forskolin,ChemMet,CHEBI:42471,CHEBI:42471
11006268,forskolin,ChemMet,CHEBI:42471,CHEBI:42471
11006268,forskolin,ChemMet,CHEBI:42471,CHEBI:42471
10587442,acetate,ChemMet,CHEBI:30089,CHEBI:30089
10587442,citrate,ChemMet,CHEBI:16947,CHEBI:16947
10587442,citrate,ChemMet,CHEBI:16947,CHEBI:16947
10587442,tricarboxylic acid,ChemMet,CHEBI:27093,CHEBI:27093
10587442,TCA,ChemMet,CHEBI:27093,CHEBI:82269
10587442,TCA,ChemMet,CHEBI:27093,CHEBI:82269
10587442,acetate,ChemMet,CHEBI:30089,CHEBI:30089
10587442,citrate,ChemMet,CHEBI:16947,CHEBI:16947
10587442,TCA,ChemMet,CHEBI:27093,CHEBI:82269
10587442,glyoxylate,ChemMet,CHEBI:16891,CHEBI:36655
25628683,AH26,ChemMet,CHEBI:17499,
25628683,Epoxy,ChemMet,CHEBI:30721,CHEBI:82463
25628683,phosphate,ChemMet,CHEBI:18367,CHEBI:41473
18263699,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
18263699,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
12657718,pleurotin,ChemMet,CHEBI:64535,
12657718,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
12657718,pleurotin,ChemMet,CHEBI:64535,
12657718,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
12657718,nitric oxide,ChemMet,CHEBI:16480,CHEBI:16480
25072097,ceramides,ChemMet,CHEBI:17761,
25072097,sphingomyelins,ChemMet,CHEBI:17636,
25072097,sphingolipids,ChemMet,CHEBI:26739,
25072097,sphingolipid,ChemMet,CHEBI:26739,CHEBI:26739
25072097,sphingolipids,ChemMet,CHEBI:26739,
25072097,ceramides,ChemMet,CHEBI:17761,
25072097,sphingomyelin,ChemMet,CHEBI:17636,CHEBI:64583
25072097,sphingolipid,ChemMet,CHEBI:26739,CHEBI:26739
25072097,sphingolipids,ChemMet,CHEBI:26739,
25072097,ceramide,ChemMet,CHEBI:17761,CHEBI:17761
25072097,sphingolipid,ChemMet,CHEBI:26739,CHEBI:26739
25072097,ceramides,ChemMet,CHEBI:17761,
25072097,sphingomyelin,ChemMet,CHEBI:17636,CHEBI:64583
25072097,Ceramide,ChemMet,CHEBI:17761,CHEBI:17761
25072097,ceramides,ChemMet,CHEBI:17761,
25072097,ceramides,ChemMet,CHEBI:17761,
14660648,sphingomyelin,ChemMet,CHEBI:17636,CHEBI:64583
14660648,phosphatidylcholine,ChemMet,CHEBI:16110,CHEBI:64482
14660648,phosphatidylcholine,ChemMet,CHEBI:16110,CHEBI:64482
26336926,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
26336926,H2O2,ChemMet,CHEBI:16240,CHEBI:50423
26336926,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
26336926,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
26336926,H2O2,ChemMet,CHEBI:16240,CHEBI:50423
26336926,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
26336926,oxygen,ChemMet,CHEBI:15379,CHEBI:149692
8394740,ubiquinol-1,ChemMet,CHEBI:17976,CHEBI:52970
8394740,Ubiquinol-10,ChemMet,CHEBI:17976,CHEBI:64183
8394740,CoQ10H2,ChemMet,CHEBI:64183,
8394740,ubiquinone-1,ChemMet,CHEBI:16389,CHEBI:46234
8394740,CoQ10H2,ChemMet,CHEBI:64183,
8952471,Cl,ChemMet,CHEBI:17996,CHEBI:131933
8952471,iodide,ChemMet,CHEBI:16382,CHEBI:16382
8952471,Cl,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl-,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl-,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl-,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl-,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl-,ChemMet,CHEBI:17996,CHEBI:131933
8952471,Cl-,ChemMet,CHEBI:17996,CHEBI:131933
8952471,chloride,ChemMet,CHEBI:17996,CHEBI:17996
25944861,flavin mononucleotide,ChemMet,CHEBI:17621,CHEBI:24041
25944861,FAD,ChemMet,CHEBI:16238,CHEBI:57692
25944861,amino acid,ChemMet,CHEBI:33704,CHEBI:33709
25944861,flavin,ChemMet,CHEBI:30527,CHEBI:60531
25944861,flavin,ChemMet,CHEBI:30527,CHEBI:60531
25944861,flavin,ChemMet,CHEBI:30527,CHEBI:60531
25944861,Flavin,ChemMet,CHEBI:30527,CHEBI:60531
25944861,flavin,ChemMet,CHEBI:30527,CHEBI:60531
25944861,threonine,ChemMet,CHEBI:16857,CHEBI:16398
25944861,flavin,ChemMet,CHEBI:30527,CHEBI:60531
25944861,flavin,ChemMet,CHEBI:30527,CHEBI:60531
25944861,FMN,ChemMet,CHEBI:17621,CHEBI:58210
25944861,flavin adenine dinucleotide,ChemMet,CHEBI:16238,CHEBI:24040
11122538,ciguatoxin,ChemMet,CHEBI:61275,CHEBI:61275
11122538,sodium,ChemMet,CHEBI:26708,CHEBI:29101
11122538,calcium,ChemMet,CHEBI:22984,CHEBI:29108
11122538,brevetoxin,ChemMet,CHEBI:61250,CHEBI:61250
11122538,Brevetoxin-1,ChemMet,CHEBI:61250,CHEBI:61250
11122538,Saxitoxin,ChemMet,CHEBI:34970,CHEBI:180458
11122538,ciguatoxin-1,ChemMet,CHEBI:61275,CHEBI:61275
11122538,sodium,ChemMet,CHEBI:26708,CHEBI:29101
11122538,calcium,ChemMet,CHEBI:22984,CHEBI:29108
11122538,sodium,ChemMet,CHEBI:26708,CHEBI:29101
6318930,iron,ChemMet,CHEBI:18248,CHEBI:60504
6318930,heme,ChemMet,CHEBI:17627,CHEBI:30413
6318930,protoporphyrin-IX,ChemMet,CHEBI:15430,
6318930,protoporphyrin-IX,ChemMet,CHEBI:15430,
6318930,heme,ChemMet,CHEBI:17627,CHEBI:30413
6318930,protoporphyrin IX,ChemMet,CHEBI:15430,
6318930,protoporphyrin-IX,ChemMet,CHEBI:15430,
6318930,iron,ChemMet,CHEBI:18248,CHEBI:60504
6318930,iron,ChemMet,CHEBI:18248,CHEBI:60504
